2023-08-23 21:00:50,298 - [INFO]  - mysql_util.py - [24] : connected localhost:3306 with db 
2023-08-23 21:10:10,513 - [INFO]  - mysql_util.py - [45] : force executed sql :create table orders (order_id VARCHAR(255) PRIMARY KEY, store_id INT COMMENT '店铺ID', store_name VARCHAR(30) COMMENT '店铺名称', store_status VARCHAR(10) COMMENT '店铺状态(open,close)', store_own_user_id INT COMMENT '店主id', store_own_user_name VARCHAR(50) COMMENT '店主名称', store_own_user_tel VARCHAR(15) COMMENT '店主手机号', store_category VARCHAR(10) COMMENT '店铺类型(normal,test)', store_address VARCHAR(255) COMMENT '店铺地址', store_shop_no VARCHAR(255) COMMENT '店铺第三方支付id号', store_province VARCHAR(10) COMMENT '店铺所在省', store_city VARCHAR(10) COMMENT '店铺所在市', store_district VARCHAR(10) COMMENT '店铺所在行政区', store_gps_name VARCHAR(255) COMMENT '店铺gps名称', store_gps_address VARCHAR(255) COMMENT '店铺gps地址', store_gps_longitude VARCHAR(255) COMMENT '店铺gps经度', store_gps_latitude VARCHAR(255) COMMENT '店铺gps纬度', is_signed TINYINT COMMENT '是否第三方支付签约(0,1)', operator VARCHAR(10) COMMENT '操作员', operator_name VARCHAR(50) COMMENT '操作员名称', face_id VARCHAR(255) COMMENT '顾客面部识别ID', member_id VARCHAR(255) COMMENT '顾客会员ID', store_create_date_ts TIMESTAMP COMMENT '店铺创建时间', origin VARCHAR(255) COMMENT '原始信息(无用)', day_order_seq INT COMMENT '本订单是当日第几单', discount_rate DECIMAL(10, 5) COMMENT '折扣率', discount_type TINYINT COMMENT '折扣类型', discount DECIMAL(10, 5) COMMENT '折扣金额', money_before_whole_discount DECIMAL(10, 5) COMMENT '折扣前总金额', receivable DECIMAL(10, 5) COMMENT '应收金额', erase DECIMAL(10, 5) COMMENT '抹零金额', small_change DECIMAL(10, 5) COMMENT '找零金额', total_no_discount DECIMAL(10, 5) COMMENT '总价格(无折扣)', pay_total DECIMAL(10, 5) COMMENT '付款金额', pay_type VARCHAR(10) COMMENT '付款类型', payment_channel TINYINT COMMENT '付款通道', payment_scenarios VARCHAR(15) COMMENT '付款描述(无用)', product_count INT COMMENT '本单卖出多少商品', date_ts TIMESTAMP COMMENT '订单时间', INDEX (receivable), INDEX (date_ts))
2023-08-23 21:10:10,514 - [INFO]  - mysql_util.py - [64] : create table orders in retail, the create table sentance is create table orders (order_id VARCHAR(255) PRIMARY KEY, store_id INT COMMENT '店铺ID', store_name VARCHAR(30) COMMENT '店铺名称', store_status VARCHAR(10) COMMENT '店铺状态(open,close)', store_own_user_id INT COMMENT '店主id', store_own_user_name VARCHAR(50) COMMENT '店主名称', store_own_user_tel VARCHAR(15) COMMENT '店主手机号', store_category VARCHAR(10) COMMENT '店铺类型(normal,test)', store_address VARCHAR(255) COMMENT '店铺地址', store_shop_no VARCHAR(255) COMMENT '店铺第三方支付id号', store_province VARCHAR(10) COMMENT '店铺所在省', store_city VARCHAR(10) COMMENT '店铺所在市', store_district VARCHAR(10) COMMENT '店铺所在行政区', store_gps_name VARCHAR(255) COMMENT '店铺gps名称', store_gps_address VARCHAR(255) COMMENT '店铺gps地址', store_gps_longitude VARCHAR(255) COMMENT '店铺gps经度', store_gps_latitude VARCHAR(255) COMMENT '店铺gps纬度', is_signed TINYINT COMMENT '是否第三方支付签约(0,1)', operator VARCHAR(10) COMMENT '操作员', operator_name VARCHAR(50) COMMENT '操作员名称', face_id VARCHAR(255) COMMENT '顾客面部识别ID', member_id VARCHAR(255) COMMENT '顾客会员ID', store_create_date_ts TIMESTAMP COMMENT '店铺创建时间', origin VARCHAR(255) COMMENT '原始信息(无用)', day_order_seq INT COMMENT '本订单是当日第几单', discount_rate DECIMAL(10, 5) COMMENT '折扣率', discount_type TINYINT COMMENT '折扣类型', discount DECIMAL(10, 5) COMMENT '折扣金额', money_before_whole_discount DECIMAL(10, 5) COMMENT '折扣前总金额', receivable DECIMAL(10, 5) COMMENT '应收金额', erase DECIMAL(10, 5) COMMENT '抹零金额', small_change DECIMAL(10, 5) COMMENT '找零金额', total_no_discount DECIMAL(10, 5) COMMENT '总价格(无折扣)', pay_total DECIMAL(10, 5) COMMENT '付款金额', pay_type VARCHAR(10) COMMENT '付款类型', payment_channel TINYINT COMMENT '付款通道', payment_scenarios VARCHAR(15) COMMENT '付款描述(无用)', product_count INT COMMENT '本单卖出多少商品', date_ts TIMESTAMP COMMENT '订单时间', INDEX (receivable), INDEX (date_ts))
2023-08-23 21:10:10,516 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 1 records, the executed sql is SHOW TABLES
2023-08-23 21:10:10,516 - [INFO]  - mysql_util.py - [57] : checking table retail.order_details exists
2023-08-23 21:10:10,532 - [INFO]  - mysql_util.py - [45] : force executed sql :create table order_details (order_id VARCHAR(255) COMMENT '订单ID', barcode VARCHAR(255) COMMENT '商品条码', name VARCHAR(255) COMMENT '商品名称', count INT COMMENT '本单此商品卖出数量', price_per DECIMAL(10, 5) COMMENT '实际售卖单价', retail_price DECIMAL(10, 5) COMMENT '零售建议价', trade_price DECIMAL(10, 5) COMMENT '贸易价格(进货价)', category_id INT COMMENT '商品类别ID', unit_id INT COMMENT '商品单位ID(包、袋、箱、等)', PRIMARY KEY (order_id, barcode))
2023-08-23 21:10:10,532 - [INFO]  - mysql_util.py - [64] : create table order_details in retail, the create table sentance is create table order_details (order_id VARCHAR(255) COMMENT '订单ID', barcode VARCHAR(255) COMMENT '商品条码', name VARCHAR(255) COMMENT '商品名称', count INT COMMENT '本单此商品卖出数量', price_per DECIMAL(10, 5) COMMENT '实际售卖单价', retail_price DECIMAL(10, 5) COMMENT '零售建议价', trade_price DECIMAL(10, 5) COMMENT '贸易价格(进货价)', category_id INT COMMENT '商品类别ID', unit_id INT COMMENT '商品单位ID(包、袋、箱、等)', PRIMARY KEY (order_id, barcode))
2023-08-23 21:10:10,532 - [INFO]  - json_service.py - [85] : created order table in retail
2023-08-23 21:10:10,532 - [INFO]  - json_service.py - [86] : created order detail table in retail
2023-08-23 21:10:58,816 - [INFO]  - mysql_util.py - [24] : connected localhost:3306 with db 
2023-08-23 21:10:58,821 - [INFO]  - json_service.py - [8] : visited jason_service, start to process jason file....
2023-08-23 21:10:58,821 - [INFO]  - file_util.py - [10] :  reading all filenames under the /Users/liuwenxuan/Workspace/testdata
2023-08-23 21:10:58,821 - [INFO]  - json_service.py - [13] : get filelist : ['/Users/liuwenxuan/Workspace/testdata/.DS_Store', '/Users/liuwenxuan/Workspace/testdata/x01', '/Users/liuwenxuan/Workspace/testdata/x02', '/Users/liuwenxuan/Workspace/testdata/x04', '/Users/liuwenxuan/Workspace/testdata/x03']
2023-08-23 21:10:58,842 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 1 records, the executed sql is SHOW TABLES
2023-08-23 21:10:58,842 - [INFO]  - mysql_util.py - [57] : checking table metadata.processed_file exists
2023-08-23 21:10:58,842 - [INFO]  - mysql_util.py - [66] : table processed_file has already existed in metadata
2023-08-23 21:10:58,843 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 0 records, the executed sql is SELECT file_name from processed_file
2023-08-23 21:10:58,844 - [INFO]  - mysql_util.py - [80] : accessed metadata_db, and get all processed file list () in tableprocessed_file
2023-08-23 21:10:58,844 - [INFO]  - json_service.py - [24] : these file in filelist have already been processed: []
2023-08-23 21:10:58,844 - [INFO]  - json_service.py - [27] : these files need to be processed: ['/Users/liuwenxuan/Workspace/testdata/.DS_Store', '/Users/liuwenxuan/Workspace/testdata/x01', '/Users/liuwenxuan/Workspace/testdata/x02', '/Users/liuwenxuan/Workspace/testdata/x04', '/Users/liuwenxuan/Workspace/testdata/x03']
2023-08-23 21:10:58,845 - [INFO]  - json_service.py - [73] : complete csv file process, saved to : /Users/liuwenxuan/Workspace/csv/
2023-08-23 21:10:58,851 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 2 records, the executed sql is SHOW TABLES
2023-08-23 21:10:58,852 - [INFO]  - mysql_util.py - [57] : checking table retail.orders exists
2023-08-23 21:10:58,852 - [INFO]  - mysql_util.py - [66] : table orders has already existed in retail
2023-08-23 21:10:58,853 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 2 records, the executed sql is SHOW TABLES
2023-08-23 21:10:58,853 - [INFO]  - mysql_util.py - [57] : checking table retail.order_details exists
2023-08-23 21:10:58,853 - [INFO]  - mysql_util.py - [66] : table order_details has already existed in retail
2023-08-23 21:10:58,854 - [INFO]  - json_service.py - [85] : created order table in retail
2023-08-23 21:10:58,854 - [INFO]  - json_service.py - [86] : created order detail table in retail
2023-08-23 21:13:14,031 - [INFO]  - mysql_util.py - [24] : connected localhost:3306 with db 
2023-08-23 21:13:14,036 - [INFO]  - json_service.py - [8] : visited jason_service, start to process jason file....
2023-08-23 21:13:14,037 - [INFO]  - file_util.py - [10] :  reading all filenames under the /Users/liuwenxuan/Workspace/testdata
2023-08-23 21:13:14,037 - [INFO]  - json_service.py - [13] : get filelist : ['/Users/liuwenxuan/Workspace/testdata/.DS_Store', '/Users/liuwenxuan/Workspace/testdata/x01', '/Users/liuwenxuan/Workspace/testdata/x02', '/Users/liuwenxuan/Workspace/testdata/x04', '/Users/liuwenxuan/Workspace/testdata/x03']
2023-08-23 21:13:14,072 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 1 records, the executed sql is SHOW TABLES
2023-08-23 21:13:14,073 - [INFO]  - mysql_util.py - [57] : checking table metadata.processed_file exists
2023-08-23 21:13:14,073 - [INFO]  - mysql_util.py - [66] : table processed_file has already existed in metadata
2023-08-23 21:13:14,074 - [INFO]  - mysql_util.py - [36] : executed sql the result includes 0 records, the executed sql is SELECT file_name from processed_file
2023-08-23 21:13:14,074 - [INFO]  - mysql_util.py - [80] : accessed metadata_db, and get all processed file list () in tableprocessed_file
2023-08-23 21:13:14,074 - [INFO]  - json_service.py - [24] : these file in filelist have already been processed: []
2023-08-23 21:13:14,074 - [INFO]  - json_service.py - [27] : these files need to be processed: ['/Users/liuwenxuan/Workspace/testdata/.DS_Store', '/Users/liuwenxuan/Workspace/testdata/x01', '/Users/liuwenxuan/Workspace/testdata/x02', '/Users/liuwenxuan/Workspace/testdata/x04', '/Users/liuwenxuan/Workspace/testdata/x03']
